log: Loading Employee Data
log: Loading Ticket Data
log: Loading Ticket Data
log: Creating Work Orders
log: Writing Work Orders
log: C522475185-3,Aeriela,Kryszka,T520463188-7,10/21/2020 16:59,04/18/2024 12:07:04,E549193235-3,Rab,Dedham,10/22/2020 0:49
log: C579283445-8,Harald,Lillgard,T248594805-4,10/21/2020 17:00,04/18/2024 12:07:04,E932383184-0,Magdalen,Habble,10/22/2020 1:14,CompTIA_Server+
log: C070001270-2,Rhodie,McCrackan,T436848441-X,10/21/2020 17:01,04/18/2024 12:07:04,E098634491-5,Andie,Rankine,10/22/2020 1:28
log: C064393787-0,Fleming,Mc Ilwrick,T595925871-4,10/21/2020 17:02,04/18/2024 12:07:04,E035866010-6,Malissa,Mummery,10/22/2020 2:01
log: C489239752-0,Stanfield,Grinnell,T932232947-5,10/21/2020 17:03,04/18/2024 12:07:04,E628590413-8,Robby,Axworthy,10/22/2020 2:09
log: C689529749-9,Ambrose,Lucks,T041006221-9,10/21/2020 17:04,04/18/2024 12:07:04,E259950699-9,Lindy,Rops,10/22/2020 2:30,Microsoft_Certified
log: C959937335-9,Frasquito,Tinton,T953269823-X,10/21/2020 17:07,04/18/2024 12:07:04,E268775104-9,Bealle,Jira,10/22/2020 2:41
log: C737325309-1,Johannah,Belson,T484896629-9,10/21/2020 17:08,04/18/2024 12:07:04,E370350098-0,Meris,Stockton,10/22/2020 2:42
log: C652919736-2,Gertie,Carles,T096708656-6,10/21/2020 17:08,04/18/2024 12:07:04,E874903957-1,Cleavland,Greggersen,10/22/2020 2:49
log: C264766352-1,Gui,Scherme,T210391556-9,10/21/2020 17:09,04/18/2024 12:07:04,E316442525-2,Chucho,Seres,10/22/2020 2:59,CompTIA_Server+
log: C956782452-5,Auberta,Kirsch,T151082838-9,10/21/2020 17:11,04/18/2024 12:07:04,E122366432-5,Ruy,Dun,10/22/2020 3:11
log: C129598023-1,Bald,Klausen,T711513393-X,10/21/2020 17:13,04/18/2024 12:07:04,E223725169-X,Dorise,Zimmermanns,10/22/2020 3:29
log: C586098684-X,Torey,Binch,T005836105-7,10/21/2020 17:13,04/18/2024 12:07:04,E265604863-X,Lindsey,Harpham,10/22/2020 3:33
log: C417695249-0,Artur,Scarisbrick,T309001499-8,10/21/2020 17:17,04/18/2024 12:07:04,E564877819-8,Horatio,Roll,10/22/2020 3:38,Microsoft_Certified
log: C518879180-3,Sibley,Berkowitz,T213147696-5,10/21/2020 17:17,04/18/2024 12:07:04,E728914929-7,Rustin,Burds,10/22/2020 3:52
log: C409912950-0,Marice,Eick,T783548740-3,10/21/2020 17:18,04/18/2024 12:07:04,E573157662-9,Sabrina,Laying,10/22/2020 3:53
log: C547896491-3,Tomasina,Cariss,T550223122-4,10/21/2020 17:18,04/18/2024 12:07:04,E389203237-8,Meir,Root,10/22/2020 4:08
log: C311347630-5,Arluene,Lomas,T617016769-6,10/21/2020 17:21,04/18/2024 12:07:04,E768080015-4,Katy,Plumridge,10/22/2020 4:19,CompTIA_Server+
log: C488924344-5,Milo,Sherwen,T171456091-0,10/21/2020 17:25,04/18/2024 12:07:04,E100181454-1,Hilly,Malling,10/22/2020 4:28
log: C392624733-9,Tedd,Mariner,T582365021-3,10/21/2020 17:27,04/18/2024 12:07:04,E787184931-X,Etta,Gravett,10/22/2020 4:31
log: C669599297-5,Chiquia,Whodcoat,T375986850-9,10/21/2020 17:27,04/18/2024 12:07:04,E047885023-9,Thaddeus,Gopsall,10/22/2020 4:57
log: C357083258-9,Dacie,Sellman,T733106655-2,10/21/2020 17:27,04/18/2024 12:07:04,E311106623-1,Virgie,Parkhouse,10/22/2020 5:16,Microsoft_Certified
log: C479161004-0,Weber,Longcake,T628861142-5,10/21/2020 17:30,04/18/2024 12:07:04,E989964449-8,Karlyn,Lamberth,10/22/2020 5:24
log: C731477894-9,Berni,Bruff,T738313314-5,10/21/2020 17:30,04/18/2024 12:07:04,E768251656-9,Valdemar,O'Donegan,10/22/2020 5:40
log: C113342279-9,Angil,Tackle,T413491677-1,10/21/2020 17:32,04/18/2024 12:07:04,E425282392-7,Wyatan,Gumley,10/22/2020 6:13
log: C532851682-6,Ave,Carlens,T110544939-4,10/21/2020 17:32,04/18/2024 12:07:04,E161606676-8,Ted,Matteotti,10/22/2020 6:45,CompTIA_Server+
log: C846855796-X,Maurita,Giabuzzi,T917992931-1,10/21/2020 17:33,04/18/2024 12:07:04,E400109914-4,Prudi,Steuart,10/22/2020 6:50
log: C103268062-8,Marys,Connelly,T642632308-X,10/21/2020 17:34,04/18/2024 12:07:04,E279958770-4,Keely,Hanham,10/22/2020 7:22
log: C891874607-5,Hadrian,Borrott,T674717453-4,10/21/2020 17:36,04/18/2024 12:07:04,E152075054-4,Kamilah,Domengue,10/22/2020 7:24
log: C146284244-5,Dene,Crankshaw,T142483940-8,10/21/2020 17:37,04/18/2024 12:07:04,E769348203-2,Anthony,Maven,10/22/2020 7:36,Microsoft_Certified
log: C911097577-2,Katinka,Gladdis,T825475503-5,10/21/2020 17:37,04/18/2024 12:07:04,E966724500-4,Carlita,Elsie,10/22/2020 7:41
log: C874300729-5,Celestyn,Ratley,T401030939-3,10/21/2020 17:41,04/18/2024 12:07:04,E709721373-6,Arvin,Andreolli,10/22/2020 7:45
log: C734465600-0,Kaycee,Beringer,T553552863-3,10/21/2020 17:43,04/18/2024 12:07:04,E526547558-3,Giacobo,Karus,10/22/2020 8:04
log: C324537184-5,Whitney,Rasmus,T526363207-X,10/21/2020 17:43,04/18/2024 12:07:04,E948802623-5,Lilia,Bowen,10/22/2020 8:12,CompTIA_Server+
log: C976420141-5,Anna-diana,Zellmer,T837757208-7,10/21/2020 17:44,04/18/2024 12:07:04,E130761876-6,Marys,Gawke,10/22/2020 8:30
log: C630283962-9,Jerrold,Syversen,T555069953-2,10/21/2020 17:45,04/18/2024 12:07:04,E015523682-2,Pennie,Windus,10/22/2020 8:46
log: C922015223-1,Thacher,Prantl,T363272787-2,10/21/2020 17:46,04/18/2024 12:07:04,E175414192-7,Fowler,Braam,10/22/2020 8:46
log: C521188922-3,Matthiew,Penddreth,T484142779-1,10/21/2020 17:46,04/18/2024 12:07:04,E978092756-5,Tove,Dodds,10/22/2020 8:50,Microsoft_Certified
log: C081126193-X,Cherie,Monkeman,T874698009-1,10/21/2020 17:46,04/18/2024 12:07:04,E179573631-3,Coleen,Punshon,10/22/2020 8:55
log: C677666065-4,Ashli,Noone,T984483611-5,10/21/2020 17:47,04/18/2024 12:07:04,E936422760-3,Libbie,Caulcott,10/22/2020 9:08
log: C036031620-4,Ramsey,Maron,T165085733-0,10/21/2020 17:48,04/18/2024 12:07:04,E176224889-1,Nicky,Connikie,10/22/2020 9:17
log: C849540205-X,Coriss,Maddyson,T430946131-X,10/21/2020 17:48,04/18/2024 12:07:04,E540690812-X,Diena,Kuzemka,10/22/2020 9:30,CompTIA_Server+
log: C602119473-X,Eben,Mitie,T779102584-1,10/21/2020 17:49,04/18/2024 12:07:04,E947010894-9,Leroi,Perrycost,10/22/2020 9:39
log: C484399473-1,Lamont,Arnald,T327722779-0,10/21/2020 17:49,04/18/2024 12:07:04,E749294844-1,Alys,Cressar,10/22/2020 9:40
log: C298570415-4,Emmet,Galilee,T876994013-4,10/21/2020 17:50,04/18/2024 12:07:04,E861822168-6,Anet,Deinhardt,10/22/2020 9:59
log: C932885031-2,Obadias,Joliffe,T150235143-9,10/21/2020 17:50,04/18/2024 12:07:04,E957693141-X,Philis,Whinray,10/22/2020 10:03,Microsoft_Certified
log: C646862625-0,Clementina,Poore,T215869513-7,10/21/2020 17:51,04/18/2024 12:07:04,E612694158-6,Tobi,Blenkinsop,10/22/2020 10:07
log: C532447180-1,Nicholle,Cowderay,T413724041-8,10/21/2020 17:52,04/18/2024 12:07:04,E553195157-4,Andree,Gowans,10/22/2020 10:08
log: C229988586-2,Nicolle,Orsi,T612233896-6,10/21/2020 17:53,04/18/2024 12:07:04,E846421296-8,Amabel,Callis,10/22/2020 10:51
log: C684595539-5,Saree,Wilcinskis,T140612676-4,10/21/2020 17:55,04/18/2024 12:07:04,E660836158-0,Hammad,Snead,10/22/2020 10:53,CompTIA_Server+
log: C615918490-3,Natassia,Treasaden,T210818772-3,10/21/2020 17:55,04/18/2024 12:07:04,E237806840-9,Ashia,Brydie,10/22/2020 10:58
log: C060060924-3,Clary,Leftly,T807907771-1,10/21/2020 17:57,04/18/2024 12:07:04,E449866299-7,Morgen,Liversedge,10/22/2020 11:17
log: C667436912-8,Janeta,Ogle,T386497014-8,10/21/2020 17:57,04/18/2024 12:07:04,E395893225-8,Berky,Siddaley,10/22/2020 11:29
log: C343316548-3,Laurence,Simpole,T147956891-0,10/21/2020 17:57,04/18/2024 12:07:04,E478507098-6,Shep,Coatsworth,10/22/2020 11:45,Microsoft_Certified
log: C025943916-9,Davis,Fardoe,T410665414-8,10/21/2020 17:58,04/18/2024 12:07:04,E046121394-X,Carlyn,Glanville,10/22/2020 12:09
log: C519931794-6,Kurtis,Brierley,T448833520-9,10/21/2020 17:58,04/18/2024 12:07:04,E952105906-0,Zebadiah,Whitsun,10/22/2020 12:27
log: C585593698-8,Gene,Truran,T129203051-8,10/21/2020 18:00,04/18/2024 12:07:04,E716799988-1,Torey,Smithe,10/22/2020 12:35
log: C622371003-8,Kean,Gillow,T736002934-1,10/21/2020 18:00,04/18/2024 12:07:04,E955623057-2,Steffane,St Quenin,10/22/2020 13:12,CompTIA_Server+
log: C308472746-5,Stanislas,Scantlebury,T347701181-3,10/21/2020 18:00,04/18/2024 12:07:04,E068397496-3,Dorise,Branchet,10/22/2020 13:23
log: C933248671-9,Garald,Hubbard,T787425488-0,10/21/2020 18:06,04/18/2024 12:07:04,E718792150-0,Rosmunda,Lowfill,10/22/2020 13:24
log: C819381607-2,Burk,Crebo,T566303185-5,10/21/2020 18:07,04/18/2024 12:07:04,E068439228-3,Lory,Lauchlan,10/22/2020 13:25
log: C522453919-6,Giorgia,Rooke,T093851941-7,10/21/2020 18:09,04/18/2024 12:07:04,E735007084-5,Keslie,Comsty,10/22/2020 13:40,Microsoft_Certified
log: C184142619-9,Kenn,Jillis,T750437933-6,10/21/2020 18:09,04/18/2024 12:07:04,E848746700-8,Bobby,Dallon,10/22/2020 13:41
log: C652422870-7,Anson,Proudley,T418062875-9,10/21/2020 18:18,04/18/2024 12:07:04,E191500809-3,Nickolaus,Lafont,10/22/2020 13:47
log: C170716510-6,Christy,Mallord,T739762592-4,10/21/2020 18:21,04/18/2024 12:07:04,E649762503-8,Jock,Druett,10/22/2020 13:48
log: C587541870-2,Jonie,D'eathe,T352923189-4,10/21/2020 18:21,04/18/2024 12:07:04,E247421236-1,Raymund,Dufour,10/22/2020 13:59,CompTIA_Server+
log: C637574701-5,Birdie,Powdrill,T490406895-5,10/21/2020 18:22,04/18/2024 12:07:04,E280380973-7,Lazar,Packwood,10/22/2020 14:00
log: C651047551-0,Kat,Cavnor,T782320192-5,10/21/2020 18:22,04/18/2024 12:07:04,E436229125-3,Faber,Denziloe,10/22/2020 14:22
log: C757650642-3,Urbain,Yu,T038779595-2,10/21/2020 18:29,04/18/2024 12:07:04,E678727583-8,Jaquenetta,Drivers,10/22/2020 14:41
log: C575654774-6,Octavia,Gaw,T634083663-1,10/21/2020 18:29,04/18/2024 12:07:04,E532143762-9,Maxie,Brentnall,10/22/2020 15:03,Microsoft_Certified
log: C465863806-1,Merrile,Whinray,T876592751-6,10/21/2020 18:32,04/18/2024 12:07:04,E409830565-8,Carney,Minker,10/22/2020 15:05
log: C633226841-7,Maisie,Andrez,T221018296-4,10/21/2020 18:32,04/18/2024 12:07:04,E852411464-9,Missie,Shoebottom,10/22/2020 15:19
log: C873102855-1,Michelina,Pieroni,T948046337-7,10/21/2020 18:34,04/18/2024 12:07:04,E244030467-0,Imelda,Maddocks,10/22/2020 15:23
log: C432622254-9,Matias,Bottell,T857152939-6,10/21/2020 18:34,04/18/2024 12:07:04,E491766151-X,Jacqui,Minghella,10/22/2020 15:46,CompTIA_Server+
log: C885506926-8,Lenette,Dairton,T911793896-1,10/21/2020 18:34,04/18/2024 12:07:04,E080544963-9,Celeste,Gue,10/22/2020 17:40
log: C263789413-X,Nels,Stabler,T256224238-6,10/21/2020 18:37,04/18/2024 12:07:04,E278439692-4,Drusie,MacCague,10/22/2020 17:46
log: C798531477-6,Eustacia,Tiery,T927014593-X,10/21/2020 18:38,04/18/2024 12:07:04,E921050002-4,Ashly,Brettor,10/22/2020 17:52
log: C913633317-4,Feliza,Whimper,T740149954-1,10/21/2020 18:38,04/18/2024 12:07:04,E199205436-3,Carmelita,Wyse,10/22/2020 17:53,Microsoft_Certified
log: C166815482-X,Augie,Cortez,T486854374-1,10/21/2020 18:41,04/18/2024 12:07:04,E460510684-7,Zola,Petrillo,10/22/2020 18:09
log: C867613025-6,Mariska,Creser,T020615092-X,10/21/2020 18:42,04/18/2024 12:07:04,E583827349-6,Lillis,Hallbord,10/22/2020 18:09
log: C000804152-0,Pooh,Swainson,T699229537-3,10/21/2020 18:45,04/18/2024 12:07:04,E250230035-5,Agustin,Bonas,10/22/2020 18:17
log: C161208687-X,Bronson,Goscar,T348373431-7,10/21/2020 18:46,04/18/2024 12:07:04,E066662186-1,Florella,Eggerton,10/22/2020 18:18,CompTIA_Server+
log: C702677607-X,Sharon,Livesey,T888429965-9,10/21/2020 18:48,04/18/2024 12:07:04,E915433789-5,Constantia,Littrell,10/22/2020 18:42
log: C298339675-4,Sherill,Lavrinov,T937050537-7,10/21/2020 18:48,04/18/2024 12:07:04,E229381915-9,Corissa,Leese,10/22/2020 18:52
log: C652836876-7,Salvador,Stelljes,T235054587-3,10/21/2020 18:50,04/18/2024 12:07:04,E807562006-2,Loren,Brecher,10/22/2020 19:16
log: C486134266-X,Garrett,Ede,T690306324-2,10/21/2020 18:52,04/18/2024 12:07:04,E891626253-4,Leena,Worman,10/22/2020 19:53,Microsoft_Certified
log: C999980946-4,Papageno,Good,T013334638-2,10/21/2020 18:55,04/18/2024 12:07:04,E528861241-2,Emelda,Mesant,10/22/2020 20:08
log: C310967334-7,Gino,Emlyn,T805762882-0,10/21/2020 18:57,04/18/2024 12:07:04,E590398301-4,Quincy,Caneo,10/22/2020 21:19
log: C026552194-7,Lynette,Dat,T437255620-9,10/21/2020 18:57,04/18/2024 12:07:04,E191932958-7,Loren,Nanuccioi,10/22/2020 21:39
log: C398704776-3,Floria,Sowerby,T553530062-4,10/21/2020 18:58,04/18/2024 12:07:04,E798518349-3,Durand,McKibbin,10/22/2020 22:12,CompTIA_Server+
log: C550418618-8,Desdemona,Lownes,T597994949-6,10/21/2020 18:58,04/18/2024 12:07:04,E163057678-6,Correy,Bowlesworth,10/22/2020 22:58
log: C933821076-6,Karine,Dowthwaite,T469084337-6,10/21/2020 18:59,04/18/2024 12:07:04,E247884184-3,Geno,Van den Oord,10/22/2020 23:10
log: C763996410-5,Ramona,Treace,T051667043-3,10/21/2020 19:00,04/18/2024 12:07:04,E777701112-X,Cleopatra,Gotling,10/22/2020 23:17
log: C444273308-2,Lil,Breacher,T195001599-8,10/21/2020 23:01,04/18/2024 12:07:04,E219851480-X,Barbabas,Bathow,10/22/2020 23:22,Microsoft_Certified
log: C728040073-6,Rinaldo,Tatem,T255938665-28,10/21/2020 19:46,04/18/2024 12:07:04,E767582271-4,Horatius,Scobie,10/22/2020 0:44,Microsoft_Certified
log: C975411553-2,Ruy,Leeke,T211434080-25,10/21/2020 19:46,04/18/2024 12:07:04,E932383184-0,Magdalen,Habble,10/22/2020 1:14,CompTIA_Server+
log: C072344987-2,Barnabe,Haddrill,T491959502-26,10/21/2020 19:47,04/18/2024 12:07:04,E259950699-9,Lindy,Rops,10/22/2020 2:30,Microsoft_Certified
log: C675410089-3,Ethyl,Coutthart,T489404732-22,10/21/2020 19:47,04/18/2024 12:07:04,E316442525-2,Chucho,Seres,10/22/2020 2:59,CompTIA_Server+
log: C042048115-X,Lorry,Illem,T730075194-26,10/21/2020 19:48,04/18/2024 12:07:04,E564877819-8,Horatio,Roll,10/22/2020 3:38,Microsoft_Certified
log: C046431682-0,Dolph,Dillestone,T960984599-21,10/21/2020 19:48,04/18/2024 12:07:04,E768080015-4,Katy,Plumridge,10/22/2020 4:19,CompTIA_Server+
log: C684798559-3,Henderson,MacVay,T553832985-22,10/21/2020 19:49,04/18/2024 12:07:04,E311106623-1,Virgie,Parkhouse,10/22/2020 5:16,Microsoft_Certified
log: C413306595-6,Maxine,Hymers,T621191857-27,10/21/2020 19:49,04/18/2024 12:07:04,E161606676-8,Ted,Matteotti,10/22/2020 6:45,CompTIA_Server+
log: C716176043-7,Carce,Joppich,T348694980-22,10/21/2020 19:50,04/18/2024 12:07:04,E769348203-2,Anthony,Maven,10/22/2020 7:36,Microsoft_Certified
log: C084740228-2,Florance,Dosdale,T636106909-25,10/21/2020 19:50,04/18/2024 12:07:04,E948802623-5,Lilia,Bowen,10/22/2020 8:12,CompTIA_Server+
log: C825264465-1,Jermaine,Patis,T595276226-23,10/21/2020 19:54,04/18/2024 12:07:04,E978092756-5,Tove,Dodds,10/22/2020 8:50,Microsoft_Certified
log: C838567309-1,Keenan,Kohtler,T718674510-25,10/21/2020 19:54,04/18/2024 12:07:04,E540690812-X,Diena,Kuzemka,10/22/2020 9:30,CompTIA_Server+
log: C550142322-7,Franzen,Remmers,T126921525-26,10/21/2020 19:54,04/18/2024 12:07:04,E957693141-X,Philis,Whinray,10/22/2020 10:03,Microsoft_Certified
log: C666077906-X,Ara,Brumbye,T162172521-29,10/21/2020 19:54,04/18/2024 12:07:04,E660836158-0,Hammad,Snead,10/22/2020 10:53,CompTIA_Server+
log: C985304704-7,Ada,Skivington,T140445547-27,10/21/2020 19:55,04/18/2024 12:07:04,E478507098-6,Shep,Coatsworth,10/22/2020 11:45,Microsoft_Certified
log: C663899569-3,Mitchael,Chapier,T008312854-29,10/21/2020 19:55,04/18/2024 12:07:04,E955623057-2,Steffane,St Quenin,10/22/2020 13:12,CompTIA_Server+
log: C758233577-5,Ibbie,Treat,T672608910-24,10/21/2020 19:56,04/18/2024 12:07:04,E735007084-5,Keslie,Comsty,10/22/2020 13:40,Microsoft_Certified
log: C047595843-8,Sheree,Downey,T715103461-2X,10/21/2020 19:57,04/18/2024 12:07:04,E247421236-1,Raymund,Dufour,10/22/2020 13:59,CompTIA_Server+
log: C738860151-1,Dru,Brooker,T847048074-2X,10/21/2020 19:58,04/18/2024 12:07:04,E532143762-9,Maxie,Brentnall,10/22/2020 15:03,Microsoft_Certified
log: C311089852-7,Carol,Bodle,T511837086-28,10/21/2020 19:59,04/18/2024 12:07:04,E491766151-X,Jacqui,Minghella,10/22/2020 15:46,CompTIA_Server+
log: C494432563-0,Allianora,Barnewall,T400178507-22,10/21/2020 20:01,04/18/2024 12:07:04,E199205436-3,Carmelita,Wyse,10/22/2020 17:53,Microsoft_Certified
log: C788878556-5,Merle,Bruntje,T434299078-24,10/21/2020 20:01,04/18/2024 12:07:04,E066662186-1,Florella,Eggerton,10/22/2020 18:18,CompTIA_Server+
log: C324396122-X,Crissie,Camlin,T794134552-28,10/21/2020 20:03,04/18/2024 12:07:04,E891626253-4,Leena,Worman,10/22/2020 19:53,Microsoft_Certified
log: C384086471-2,Sophie,Sant,T153131462-27,10/21/2020 20:03,04/18/2024 12:07:04,E798518349-3,Durand,McKibbin,10/22/2020 22:12,CompTIA_Server+
log: C697150903-X,Justin,Daltrey,T339713760-28,10/21/2020 20:03,04/18/2024 12:07:04,E219851480-X,Barbabas,Bathow,10/22/2020 23:22,Microsoft_Certified
log: C845081866-4,Baxter,Felton,T135584617-2X,10/21/2020 20:04,04/18/2024 12:07:04,E767582271-4,Horatius,Scobie,10/22/2020 0:44,Microsoft_Certified
log: C702965856-6,Gianni,Allom,T892325246-28,10/21/2020 20:04,04/18/2024 12:07:04,E932383184-0,Magdalen,Habble,10/22/2020 1:14,CompTIA_Server+
log: C331408189-8,Hayes,Bausmann,T654186401-22,10/21/2020 20:06,04/18/2024 12:07:04,E259950699-9,Lindy,Rops,10/22/2020 2:30,Microsoft_Certified
log: C226358648-2,Tracie,Aldie,T102574258-23,10/21/2020 20:07,04/18/2024 12:07:04,E316442525-2,Chucho,Seres,10/22/2020 2:59,CompTIA_Server+
log: C368453636-9,Demott,Wildt,T049790528-20,10/21/2020 20:08,04/18/2024 12:07:04,E564877819-8,Horatio,Roll,10/22/2020 3:38,Microsoft_Certified
log: C527386254-X,Shina,Jedrzejewski,T951875418-27,10/21/2020 20:11,04/18/2024 12:07:04,E768080015-4,Katy,Plumridge,10/22/2020 4:19,CompTIA_Server+
log: C226619506-9,Melloney,Seath,T420431606-29,10/21/2020 20:13,04/18/2024 12:07:04,E311106623-1,Virgie,Parkhouse,10/22/2020 5:16,Microsoft_Certified
log: C591875350-8,Robinetta,De Blasiis,T459463342-20,10/21/2020 20:13,04/18/2024 12:07:04,E161606676-8,Ted,Matteotti,10/22/2020 6:45,CompTIA_Server+
log: C151369766-8,Simone,Rogeon,T651180865-23,10/21/2020 20:15,04/18/2024 12:07:04,E769348203-2,Anthony,Maven,10/22/2020 7:36,Microsoft_Certified
log: C295228963-8,Keen,Calder,T635765016-21,10/21/2020 20:15,04/18/2024 12:07:04,E948802623-5,Lilia,Bowen,10/22/2020 8:12,CompTIA_Server+
log: C757796369-0,Monty,Sivewright,T843048262-28,10/21/2020 20:18,04/18/2024 12:07:04,E978092756-5,Tove,Dodds,10/22/2020 8:50,Microsoft_Certified
log: C558471734-7,Phillie,Griffin,T638738334-2X,10/21/2020 20:18,04/18/2024 12:07:04,E540690812-X,Diena,Kuzemka,10/22/2020 9:30,CompTIA_Server+
log: C472049090-5,Marc,Heersema,T236546596-2X,10/21/2020 20:19,04/18/2024 12:07:04,E957693141-X,Philis,Whinray,10/22/2020 10:03,Microsoft_Certified
log: C149789828-5,Millicent,Plaister,T443764638-2X,10/21/2020 20:20,04/18/2024 12:07:04,E660836158-0,Hammad,Snead,10/22/2020 10:53,CompTIA_Server+
log: C216097338-6,Putnem,Corrigan,T868490381-21,10/21/2020 20:22,04/18/2024 12:07:04,E478507098-6,Shep,Coatsworth,10/22/2020 11:45,Microsoft_Certified
log: C803176984-2,Carly,Armor,T007855224-29,10/21/2020 20:24,04/18/2024 12:07:04,E955623057-2,Steffane,St Quenin,10/22/2020 13:12,CompTIA_Server+
log: C633296908-3,Jakob,Sollner,T155269075-2X,10/21/2020 20:26,04/18/2024 12:07:04,E735007084-5,Keslie,Comsty,10/22/2020 13:40,Microsoft_Certified
log: C284525549-7,Teri,Juster,T054354023-25,10/21/2020 20:28,04/18/2024 12:07:04,E247421236-1,Raymund,Dufour,10/22/2020 13:59,CompTIA_Server+
log: C896382254-0,Olive,Peeters,T347640298-23,10/21/2020 20:28,04/18/2024 12:07:04,E532143762-9,Maxie,Brentnall,10/22/2020 15:03,Microsoft_Certified
log: C418366674-0,Dalenna,Philpots,T743958861-24,10/21/2020 20:30,04/18/2024 12:07:04,E491766151-X,Jacqui,Minghella,10/22/2020 15:46,CompTIA_Server+
log: C497805363-3,Clyve,Hans,T096893658-2X,10/21/2020 20:32,04/18/2024 12:07:04,E199205436-3,Carmelita,Wyse,10/22/2020 17:53,Microsoft_Certified
log: C041324488-1,Rufus,Gwioneth,T095284232-27,10/21/2020 20:33,04/18/2024 12:07:04,E066662186-1,Florella,Eggerton,10/22/2020 18:18,CompTIA_Server+
log: C841438280-0,Keven,Gosse,T235314153-26,10/21/2020 20:34,04/18/2024 12:07:04,E891626253-4,Leena,Worman,10/22/2020 19:53,Microsoft_Certified
log: C245974227-4,Selinda,Oki,T553083246-26,10/21/2020 20:34,04/18/2024 12:07:04,E798518349-3,Durand,McKibbin,10/22/2020 22:12,CompTIA_Server+
log: C507703875-9,Justen,Lindroos,T535362366-25,10/21/2020 20:41,04/18/2024 12:07:04,E219851480-X,Barbabas,Bathow,10/22/2020 23:22,Microsoft_Certified
log: C607128393-0,Neal,Escudier,T904233681-21,10/21/2020 20:42,04/18/2024 12:07:04,E767582271-4,Horatius,Scobie,10/22/2020 0:44,Microsoft_Certified
log: C503972114-5,Lianne,Kerwick,T511207665-28,10/21/2020 20:42,04/18/2024 12:07:04,E932383184-0,Magdalen,Habble,10/22/2020 1:14,CompTIA_Server+
log: C867263303-2,Robinet,Pleavin,T290106257-21,10/21/2020 20:44,04/18/2024 12:07:04,E259950699-9,Lindy,Rops,10/22/2020 2:30,Microsoft_Certified
log: C447575609-X,Neall,Hebden,T726815435-26,10/21/2020 20:51,04/18/2024 12:07:04,E316442525-2,Chucho,Seres,10/22/2020 2:59,CompTIA_Server+
log: C680599810-7,Emogene,Parman,T971806595-24,10/21/2020 20:54,04/18/2024 12:07:04,E564877819-8,Horatio,Roll,10/22/2020 3:38,Microsoft_Certified
log: C422283137-9,Maurie,Niesel,T720346500-24,10/21/2020 20:56,04/18/2024 12:07:04,E768080015-4,Katy,Plumridge,10/22/2020 4:19,CompTIA_Server+
log: C959721288-9,Ina,Skene,T714563897-25,10/21/2020 20:57,04/18/2024 12:07:04,E311106623-1,Virgie,Parkhouse,10/22/2020 5:16,Microsoft_Certified
log: C344060269-9,Lorelei,Paynter,T712687026-24,10/21/2020 20:58,04/18/2024 12:07:04,E161606676-8,Ted,Matteotti,10/22/2020 6:45,CompTIA_Server+
log: C901299444-6,Rayna,Thames,T422616036-23,10/21/2020 21:00,04/18/2024 12:07:04,E769348203-2,Anthony,Maven,10/22/2020 7:36,Microsoft_Certified
log: C128457970-0,Jillane,Almack,T014433450-2X,10/21/2020 21:00,04/18/2024 12:07:04,E948802623-5,Lilia,Bowen,10/22/2020 8:12,CompTIA_Server+
log: C394465533-8,Roselle,Langthorne,T252391332-21,10/21/2020 21:01,04/18/2024 12:07:04,E978092756-5,Tove,Dodds,10/22/2020 8:50,Microsoft_Certified
log: C832652817-X,Catriona,Goodnow,T763368437-22,10/21/2020 21:02,04/18/2024 12:07:04,E540690812-X,Diena,Kuzemka,10/22/2020 9:30,CompTIA_Server+
log: C003131072-9,Giorgi,Trazzi,T343750101-21,10/21/2020 21:03,04/18/2024 12:07:04,E957693141-X,Philis,Whinray,10/22/2020 10:03,Microsoft_Certified
log: C551596921-9,Adeline,Hassan,T246592292-20,10/21/2020 21:07,04/18/2024 12:07:04,E660836158-0,Hammad,Snead,10/22/2020 10:53,CompTIA_Server+
log: C871998826-5,Josefina,Downton,T076578494-27,10/21/2020 21:07,04/18/2024 12:07:04,E478507098-6,Shep,Coatsworth,10/22/2020 11:45,Microsoft_Certified
log: C088953289-3,Gene,Everley,T638636750-22,10/21/2020 21:11,04/18/2024 12:07:04,E955623057-2,Steffane,St Quenin,10/22/2020 13:12,CompTIA_Server+
log: C290615259-5,Neel,Janout,T373236976-25,10/21/2020 21:12,04/18/2024 12:07:04,E735007084-5,Keslie,Comsty,10/22/2020 13:40,Microsoft_Certified
log: C699647579-1,Kain,Caulcott,T341214716-28,10/21/2020 21:12,04/18/2024 12:07:04,E247421236-1,Raymund,Dufour,10/22/2020 13:59,CompTIA_Server+
log: C994165107-8,Carmelia,Maxted,T774036037-26,10/21/2020 21:13,04/18/2024 12:07:04,E532143762-9,Maxie,Brentnall,10/22/2020 15:03,Microsoft_Certified
